shot_type,area,distance,month,season,playoffs,result
Jump Shot,Left Side Center(LC),24+ ft.,4,2007-08,0,0
Jump Shot,Left Side Center(LC),24+ ft.,4,2007-08,0,1
Jump Shot,Right Side(R),16-24 ft.,4,2007-08,0,1
Jump Shot,Left Side(L),16-24 ft.,4,2007-08,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,4,2007-08,0,0
Jump Shot,Center(C),Less Than 8 ft.,4,2007-08,0,1
Jump Shot,Center(C),16-24 ft.,4,2007-08,0,1
Reverse Dunk Shot,Center(C),Less Than 8 ft.,4,2007-08,0,1
Jump Shot,Right Side(R),24+ ft.,4,2007-08,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,4,2007-08,0,0
Jump Shot,Left Side(L),16-24 ft.,4,2007-08,0,0
Jump Bank Shot,Left Side(L),8-16 ft.,4,2007-08,0,1
Jump Shot,Center(C),24+ ft.,4,2007-08,0,0
Jump Shot,Left Side Center(LC),24+ ft.,4,2007-08,0,1
Jump Shot,Right Side(R),16-24 ft.,4,2007-08,0,0
Layup Shot,Center(C),Less Than 8 ft.,4,2007-08,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,4,2007-08,0,1
Jump Shot,Right Side(R),8-16 ft.,4,2007-08,0,0
Jump Shot,Right Side Center(RC),24+ ft.,4,2007-08,0,0
Jump Shot,Center(C),Less Than 8 ft.,4,2007-08,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,4,2007-08,0,0
Jump Shot,Left Side(L),8-16 ft.,4,2007-08,0,0
Running Jump Shot,Center(C),24+ ft.,4,2007-08,0,1
Jump Shot,Left Side Center(LC),24+ ft.,4,2007-08,0,0
Jump Shot,Left Side Center(LC),24+ ft.,4,2007-08,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,4,2007-08,0,0
Jump Shot,Center(C),8-16 ft.,4,2007-08,0,0
Driving Finger Roll Layup Shot,Center(C),Less Than 8 ft.,4,2007-08,0,1
Layup Shot,Center(C),Less Than 8 ft.,4,2007-08,0,0
Jump Shot,Center(C),24+ ft.,4,2007-08,0,1
Jump Shot,Left Side Center(LC),24+ ft.,4,2007-08,0,0
Jump Shot,Center(C),24+ ft.,4,2007-08,0,0
Jump Shot,Right Side(R),16-24 ft.,4,2007-08,0,0
Jump Shot,Right Side(R),16-24 ft.,10,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,10,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,10,2008-09,0,1
Driving Reverse Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,10,2008-09,0,0
Driving Finger Roll Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,1
Turnaround Fadeaway shot,Right Side(R),8-16 ft.,10,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,10,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,10,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,10,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,10,2008-09,0,0
Floating Jump shot,Center(C),Less Than 8 ft.,10,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,10,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,10,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,10,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,10,2008-09,0,1
Jump Shot,Left Side(L),16-24 ft.,10,2008-09,0,0
Tip Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,1
Fadeaway Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Fadeaway Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Driving Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,1
Jump Shot,Right Side(R),16-24 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Turnaround Fadeaway shot,Center(C),8-16 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Driving Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),24+ ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,1
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Running Hook Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,1
Turnaround Bank shot,Left Side(L),8-16 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Pullup Jump shot,Left Side(L),8-16 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Putback Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Turnaround Fadeaway shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side(L),16-24 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Turnaround Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Left Side(L),16-24 ft.,11,2008-09,0,0
Running Bank shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Driving Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),16-24 ft.,11,2008-09,0,0
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,0
Turnaround Jump Shot,Center(C),8-16 ft.,11,2008-09,0,1
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Running Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,1
Finger Roll Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Driving Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,1
Jump Shot,Center(C),24+ ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Driving Finger Roll Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Turnaround Jump Shot,Center(C),8-16 ft.,11,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,1
Tip Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Jump Shot,Right Side(R),24+ ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,1
Turnaround Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Center(C),24+ ft.,11,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Turnaround Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Running Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,1
Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Jump Bank Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Turnaround Bank shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Floating Jump shot,Center(C),8-16 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Turnaround Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Turnaround Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Turnaround Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,1
Step Back Jump shot,Center(C),8-16 ft.,11,2008-09,0,1
Jump Shot,Center(C),24+ ft.,11,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,1
Running Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Turnaround Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),16-24 ft.,11,2008-09,0,1
Running Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Alley Oop Layup shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,11,2008-09,0,0
Jump Bank Shot,Left Side(L),8-16 ft.,11,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,11,2008-09,0,1
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Running Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Reverse Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Driving Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Jump Shot,Center(C),24+ ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Running Finger Roll Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Right Side(R),24+ ft.,11,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,11,2008-09,0,1
Jump Bank Shot,Left Side(L),16-24 ft.,11,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,0
Turnaround Fadeaway shot,Right Side(R),8-16 ft.,11,2008-09,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,11,2008-09,0,0
Turnaround Jump Shot,Left Side(L),8-16 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,11,2008-09,0,0
Driving Slam Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,11,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,11,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,11,2008-09,0,0
Jump Shot,Left Side(L),16-24 ft.,11,2008-09,0,1
Jump Shot,Center(C),Less Than 8 ft.,11,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Fadeaway Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,0
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Alley Oop Layup shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Floating Jump shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Pullup Jump shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
Fadeaway Bank shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Jump Shot,Center(C),24+ ft.,12,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Pullup Jump shot,Center(C),16-24 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Floating Jump shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Step Back Jump shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Left Side(L),24+ ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),24+ ft.,12,2008-09,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Step Back Jump shot,Right Side(R),16-24 ft.,12,2008-09,0,1
Jump Shot,Center(C),8-16 ft.,12,2008-09,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Dunk Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,0
Reverse Slam Dunk Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2008-09,0,0
Running Bank shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,12,2008-09,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Turnaround Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Turnaround Jump Shot,Center(C),8-16 ft.,12,2008-09,0,1
Jump Shot,Center(C),8-16 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2008-09,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2008-09,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,0
Jump Shot,Center(C),24+ ft.,12,2008-09,0,0
Jump Shot,Center(C),24+ ft.,12,2008-09,0,0
Jump Shot,Center(C),8-16 ft.,12,2008-09,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Center(C),24+ ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2008-09,0,0
Fadeaway Jump Shot,Center(C),8-16 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,1
Reverse Dunk Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2008-09,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2008-09,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,0
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2008-09,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2008-09,0,0
Pullup Bank shot,Right Side(R),8-16 ft.,12,2008-09,0,1
Driving Slam Dunk Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,0
Jump Shot,Center(C),16-24 ft.,12,2008-09,0,1
Running Jump Shot,Left Side(L),8-16 ft.,12,2008-09,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Jump Shot,Center(C),24+ ft.,12,2008-09,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2008-09,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,0
Jump Shot,Left Side(L),24+ ft.,12,2008-09,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2008-09,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2008-09,0,1
Floating Jump shot,Left Side(L),8-16 ft.,12,2008-09,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2008-09,0,0
